,,,,,,,,,,,,
,,,,,,,,,,,,
Rv tag,Mb tag,Gene,Mb length,Rv length,Rv-2 tag,Rv-2 length,% ID,AA overlap,% ID-2,AA overlap-2,Annotation,Fxnal cat
Rv1013,Mb1041,pks16, 544 aa, 544 aa ,,,100%,544 aa overlap,,,putative polyketide synthase pks16,lipid metabolism
Rv1014c,Mb1042c,pth, 191 aa, 191 aa ,,,100%,191 aa overlap,,,probable peptidyl-trna hydrolase pth,intermediate metabolism and respiration
Rv1015c,Mb1043c,rplY, 215 aa, 215 aa ,,,100%,215 aa overlap,,,50s ribosomal protein l25 rply,information pathways
Rv1017c,Mb1045c,prsA, 326 aa, 326 aa ,,,100%,326 aa overlap,,,probable ribose-phosphate pyrophosphokinase prsa phosphoribosyl pyrophosphate synthetase prpp synthetase,intermediate metabolism and respiration
Rv1019,Mb1047,, 197 aa, 197 aa ,,,100%,197 aa overlap,,,probable transcriptional regulatory protein probably tetr-family,regulatory proteins
Rv1020,Mb1048,mfd, 1234 aa, 1234 aa ,,,100%,1234 aa overlap,,,probable transcription-repair coupling factor mfd trcf,information pathways
Rv1021,Mb1049,, 325 aa, 325 aa ,,,100%,325 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv1024,Mb1052,, 228 aa, 228 aa ,,,100%,228 aa overlap,,,possible conserved membrane protein,cell wall and cell processes
Rv1025,Mb1053,, 155 aa, 155 aa ,,,100%,155 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv1026,Mb1054,, 319 aa, 319 aa ,,,100%,319 aa overlap,,,conserved protein,"virulence, detoxification,adaptation"
Rv1027c,Mb1055c,kdpE, 226 aa, 226 aa ,,,100%,226 aa overlap,,,probable transcriptional regulatory protein kdpe,regulatory proteins
Rv1028A,Mb1057,kdpF, 30 aa, 30 aa ,,,100%,30 aa overlap,,,probable membrane protein kdpf,cell wall and cell processes
Rv1029,Mb1058,kdpA, 571 aa, 571 aa ,,,100%,571 aa overlap,,,probable potassium-transporting atpase a chain kdpa potassium-translocating atpase a chain atp phosphohydrolase [potassium-transporting] a chain potassium binding and translocating subunit a,cell wall and cell processes
Rv1030,Mb1059,kdpB, 709 aa, 709 aa ,,,100%,709 aa overlap,,,probable potassium-transporting p-type atpase b chain kdpb potassium-translocating atpase b chain atp phosphohydrolase [potassium-transporting] b chain potassium binding and translocating subunit b,cell wall and cell processes
Rv1031,Mb1060,kdpC, 189 aa, 189 aa ,,,100%,189 aa overlap,,,probable potassium-transporting atpase c chain kdpc potassium-translocating atpase c chain atp phosphohydrolase [potassium-transporting] c chain potassium binding and translocating subunit c,cell wall and cell processes
Rv1032c,Mb1061c,trcS, 509 aa, 509 aa ,,,100%,509 aa overlap,,,two component sensor histidine kinase trcs,regulatory proteins
Rv1033c,Mb1062c,trcR, 257 aa, 257 aa ,,,100%,257 aa overlap,,,two component transcriptional regulator trcr,regulatory proteins
Rv1034c,Mb1063c,, 129 aa, 129 aa ,,,100%,129 aa overlap,,,probable transposase fragment,insertion seqs and phages
Rv1035c,Mb1064c,, 228 aa, 228 aa ,,,100%,228 aa overlap,,,probable transposase fragment,insertion seqs and phages
Rv1036c,Mb1065c,, 112 aa, 112 aa ,,,100%,112 aa overlap,,,probable is1560 transposase fragment,insertion seqs and phages
Rv1038c,Mb1067c,esxJ, 98 aa, 98 aa ,,,100%,98 aa overlap,,,esat-6 like protein esxj esat-6 like protein 2,cell wall and cell processes
Rv1039c,Mb1068c,PPE15, 391 aa, 391 aa ,,,100%,391 aa overlap,,,ppe family protein ppe15,PE/PPE
Rv1040c,Mb1069c,PE8, 275 aa, 275 aa ,,,100%,275 aa overlap,,,pe family protein pe8,PE/PPE
Rv1044,Mb1073,, 207 aa, 207 aa ,,,100%,207 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv1047,Mb1076,, 415 aa, 415 aa ,,,100%,415 aa overlap,,,probable transposase,insertion seqs and phages
Rv1048c,Mb1077c,, 371 aa, 371 aa ,,,100%,371 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv1049,Mb1078,, 148 aa, 148 aa ,,,100%,148 aa overlap,,,probable transcriptional repressor protein,regulatory proteins
Rv1050,Mb1079,, 301 aa, 301 aa ,,,100%,301 aa overlap,,,probable oxidoreductase,intermediate metabolism and respiration
Rv1051c,Mb1080c,, 251 aa, 251 aa ,,,100%,251 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv1052,Mb1081,, 129 aa, 129 aa ,,,100%,129 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv1053c,Mb1082c,, 91 aa, 91 aa ,,,100%,91 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv1054,Mb1083,, 104 aa, 104 aa ,,,100.00%,104 aa overlap,,,probable integrase fragment,insertion seqs and phages
Rv1055,Mb1084,, 44 aa, 44 aa ,,,100.00%,44 aa overlap,,,possible integrase fragment,insertion seqs and phages
Rv1056,Mb1085,, 254 aa, 254 aa ,,,100%,254 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv1057,Mb1086,, 393 aa, 393 aa ,,,100%,393 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv1058,Mb1087,fadD14, 543 aa, 543 aa ,,,100%,543 aa overlap,,,probable medium chain fatty-acid-coa ligase fadd14 fatty-acid-coa synthetase fatty-acid-coa synthase,lipid metabolism
Rv1059,Mb1088,, 354 aa, 354 aa ,,,100%,354 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv1060,Mb1089,, 157 aa, 157 aa ,,,100%,157 aa overlap,,,unknown protein,Conserved hypothetical protein
Rv1061,Mb1090,, 287 aa, 287 aa ,,,100%,287 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv1062,Mb1091,, 285 aa, 285 aa ,,,100%,285 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv1063c,Mb1092c,, 360 aa, 360 aa ,,,100%,360 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv1064c,Mb1093c,lpqV, 139 aa, 139 aa ,,,100%,139 aa overlap,,,possible lipoprotein lpqv,cell wall and cell processes
Rv1065,Mb1094,, 188 aa, 188 aa ,,,100%,188 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv1066,Mb1095,, 131 aa, 131 aa ,,,100%,131 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv1069c,Mb1098c,, 587 aa, 587 aa ,,,100%,587 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv1070c,Mb1099c,echA8, 257 aa, 257 aa ,,,100%,257 aa overlap,,,probable enoyl-coa hydratase echa8 enoyl hydrase unsaturated acyl-coa hydratase crotonase,lipid metabolism
Rv1071c,Mb1100c,echA9, 345 aa, 345 aa ,,,100%,345 aa overlap,,,possible enoyl-coa hydratase echa9 enoyl hydrase unsaturated acyl-coa hydratase crotonase,lipid metabolism
Rv1072,Mb1101,, 278 aa, 278 aa ,,,100%,278 aa overlap,,,probable conserved transmembrane protein,cell wall and cell processes
Rv1073,Mb1102,, 283 aa, 283 aa ,,,100%,283 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv1074c,Mb1103c,fadA3, 405 aa, 405 aa ,,,100%,405 aa overlap,,,probable beta-ketoacyl coa thiolase fada3,lipid metabolism
Rv1075c,Mb1104c,, 314 aa, 314 aa ,,,100%,314 aa overlap,,,conserved exported protein,cell wall and cell processes
Rv1076,Mb1105,lipU, 297 aa, 297 aa ,,,100%,297 aa overlap,,,possible lipase lipu,intermediate metabolism and respiration
Rv1077,Mb1106,cbs, 464 aa, 464 aa ,,,100%,464 aa overlap,,,probable cystathionine beta-synthase cbs serine sulfhydrase beta-thionase hemoprotein h-450,intermediate metabolism and respiration
Rv1079,Mb1108,metB, 388 aa, 388 aa ,,,100%,388 aa overlap,,,cystathionine gamma-synthase metb cgs o-succinylhomoserine [thiol]-lyase,intermediate metabolism and respiration
Rv1080c,Mb1109c,greA, 164 aa, 164 aa ,,,100%,164 aa overlap,,,probable transcription elongation factor grea transcript cleavage factor grea,information pathways
Rv1081c,Mb1110c,, 144 aa, 144 aa ,,,100%,144 aa overlap,,,probable conserved membrane protein,cell wall and cell processes
Rv1082,Mb1111,mca, 288 aa, 288 aa ,,,100%,288 aa overlap,,,mycothiol conjugate amidase mca mycothiol s-conjugate amidase,"virulence, detoxification,adaptation"
Rv1083,Mb1112,, 88 aa, 88 aa ,,,100%,88 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv1084,Mb1113,, 673 aa, 673 aa ,,,100%,673 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv1085c,Mb1114c,, 242 aa, 242 aa ,,,100%,242 aa overlap,,,possible hemolysin-like protein,"virulence, detoxification,adaptation"
Rv1087A,Mb1116A,, 106 aa, 106 aa ,,,100.00%,106 aa overlap,,,conserved hypothetical protein,cell wall and cell processes
Rv1088,Mb1117,PE9, 144 aa, 144 aa ,,,100%,144 aa overlap,,,pe family protein pe9,PE/PPE
Rv1089A,Mb1119,celA2a, 34 aa, 34 aa ,,,100%,34 aa overlap,,,probable cellulase cela2a endo-1c4-beta-glucanase endoglucanase carboxymethyl cellulase,intermediate metabolism and respiration
Rv1090,Mb1120,celA2b, 151 aa, 151 aa ,,,100%,151 aa overlap,,,probable cellulase cela2b endo-1c4-beta-glucanase endoglucanase carboxymethyl cellulase,intermediate metabolism and respiration
Rv1092c,Mb1122c,coaA, 312 aa, 312 aa ,,,100%,312 aa overlap,,,probable pantothenate kinase coaa pantothenic acid kinase,intermediate metabolism and respiration
Rv1094,Mb1124,desA2, 275 aa, 275 aa ,,,100%,275 aa overlap,,,possible acyl-[acyl-carrier protein] desaturase desa2 acyl-[acp] desaturase stearoyl-acp desaturase,lipid metabolism
Rv1095,Mb1125,phoH2, 433 aa, 433 aa ,,,100%,433 aa overlap,,,probable phoh-like protein phoh2 phosphate starvation-inducible protein psih,intermediate metabolism and respiration
Rv1098c,Mb1128c,fum, 474 aa, 474 aa ,,,100%,474 aa overlap,,,probable fumarase fum fumarate hydratase,intermediate metabolism and respiration
Rv1099c,Mb1129c,glpx, 328 aa, 328 aa ,,,100%,328 aa overlap,,,fructose 1c6-bisphosphatase glpx,intermediate metabolism and respiration
Rv1100,Mb1130,, 233 aa, 233 aa ,,,100%,233 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv1103c,Mb1133c,maze3, 106 aa, 106 aa ,,,100%,106 aa overlap,,,possible antitoxin maze3,"virulence, detoxification,adaptation"
Rv1104,Mb1134,, 229 aa, 229 aa ,,,100%,229 aa overlap,,,possible para-nitrobenzyl esterase fragment,intermediate metabolism and respiration
Rv1105,Mb1135,, 171 aa, 171 aa ,,,100%,171 aa overlap,,,possible para-nitrobenzyl esterase fragment,intermediate metabolism and respiration
Rv1106c,Mb1136c,, 370 aa, 370 aa ,,,100%,370 aa overlap,,,3-beta-hydroxysteroid dehydrogenase,intermediate metabolism and respiration
Rv1107c,Mb1137c,xseB, 85 aa, 85 aa ,,,100%,85 aa overlap,,,probable exodeoxyribonuclease vii small subunit xseb exonuclease vii small subunit,information pathways
Rv1108c,Mb1138c,xseA, 415 aa, 415 aa ,,,100%,415 aa overlap,,,probable exodeoxyribonuclease vii large subunit xsea exonuclease vii large subunit,information pathways
Rv1109c,Mb1139c,, 212 aa, 212 aa ,,,100%,212 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv1110,Mb1140,lytB2, 335 aa, 335 aa ,,,100%,335 aa overlap,,,probable lytb-related protein lytb2,cell wall and cell processes
Rv1111c,Mb1141c,, 327 aa, 327 aa ,,,100%,327 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv1113,Mb1143,vapb32, 65 aa, 65 aa ,,,100%,65 aa overlap,,,possible antitoxin vapb32,"virulence, detoxification,adaptation"
Rv1114,Mb1144,vapc32, 124 aa, 124 aa ,,,100%,124 aa overlap,,,possible toxin vapc32. contains pin domain.,"virulence, detoxification,adaptation"
Rv1116,Mb1146,, 61 aa, 61 aa ,,,100%,61 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv1116A,Mb1147c,, 91 aa, 91 aa ,,,100%,91 aa overlap,,,conserved hypothetical protein fragment,Conserved hypothetical protein
Rv1117,Mb1148,, 107 aa, 107 aa ,,,100%,107 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv1118c,Mb1149c,, 286 aa, 286 aa ,,,100%,286 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv1119c,Mb1150c,, 49 aa, 49 aa ,,,100%,49 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv1121,Mb1152,zwf1, 466 aa, 466 aa ,,,100%,466 aa overlap,,,probable glucose-6-phosphate 1-dehydrogenase zwf1 g6pd,intermediate metabolism and respiration
Rv1122,Mb1153,gnd2, 340 aa, 340 aa ,,,100%,340 aa overlap,,,probable 6-phosphogluconate dehydrogenasecdecarboxylating gnd2,intermediate metabolism and respiration
Rv1123c,Mb1154c,bpoB, 302 aa, 302 aa ,,,100%,302 aa overlap,,,possible peroxidase bpob non-haem peroxidase,"virulence, detoxification,adaptation"
Rv1124,Mb1155,ephC, 316 aa, 316 aa ,,,100%,316 aa overlap,,,probable epoxide hydrolase ephc epoxide hydratase,"virulence, detoxification,adaptation"
Rv1126c,Mb1157c,, 201 aa, 201 aa ,,,100%,201 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv1129c,Mb1160c,, 486 aa, 486 aa ,,,100%,486 aa overlap,,,probable transcriptional regulator protein,regulatory proteins
Rv1131,Mb1162,prpc, 393 aa, 393 aa ,,,100%,393 aa overlap,,,probable methylcitrate synthase prpc,intermediate metabolism and respiration
Rv1133c,Mb1164c,metE, 759 aa, 759 aa ,,,100%,759 aa overlap,,,probable 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase mete methionine synthasec vitamin-b12 independent isozyme,intermediate metabolism and respiration
Rv1134,Mb1165,, 78 aa, 78 aa ,,,100%,78 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv1135c,Mb1166c,PPE16, 618 aa, 618 aa ,,,100%,618 aa overlap,,,ppe family protein ppe16,PE/PPE
Rv1135A,Mb1167,, 80 aa, 80 aa ,,,100%,80 aa overlap,,,possible acetyl-coa acetyltransferase acetoacetyl-coa thiolase,lipid metabolism
Rv1136,Mb1168,, 113 aa, 113 aa ,,,100%,113 aa overlap,,,possible enoyl-coa hydratase,lipid metabolism
Rv1137c,Mb1169c,, 122 aa, 122 aa ,,,100%,122 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv1138c,Mb1170c,, 338 aa, 338 aa ,,,100%,338 aa overlap,,,possible oxidoreductase,intermediate metabolism and respiration
Rv1139c,Mb1171c,, 166 aa, 166 aa ,,,100%,166 aa overlap,,,conserved hypothetical membrane protein,cell wall and cell processes
Rv1140,Mb1172,, 282 aa, 282 aa ,,,100%,282 aa overlap,,,probable integral membrane protein,cell wall and cell processes
Rv1141c,Mb1173c,echA11, 268 aa, 268 aa ,,,100%,268 aa overlap,,,probable enoyl-coa hydratase echa11 enoyl hydrase unsaturated acyl-coa hydratase crotonase,lipid metabolism
Rv1142c,Mb1174c,echA10, 268 aa, 268 aa ,,,100%,268 aa overlap,,,probable enoyl-coa hydratase echa10 enoyl hydrase unsaturated acyl-coa hydratase crotonase,lipid metabolism
Rv1143,Mb1175,mcr, 360 aa, 360 aa ,,,100%,360 aa overlap,,,probable alpha-methylacyl-coa racemase mcr 2-methylacyl-coa racemase 2-arylpropionyl-coa epimerase ,lipid metabolism
Rv1144,Mb1176,, 250 aa, 250 aa ,,,100%,250 aa overlap,,,probable short-chain type dehydrogenase/reductase,intermediate metabolism and respiration
Rv1147,Mb1178,, 216 aa, 216 aa ,,,100%,216 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv1148c,Mb1179c,, 482 aa, 482 aa ,,,100%,482 aa overlap,,,conserved hypothetical protein,insertion seqs and phages
Rv1149,Mb1180,, 135 aa, 135 aa ,,,100%,135 aa overlap,,,possible transposase,insertion seqs and phages
Rv1150,Mb1181,, 183 aa, 183 aa ,,,100%,183 aa overlap,,,possible transposase fragment,insertion seqs and phages
Rv1151c,Mb1182c,, 237 aa, 237 aa ,,,100%,237 aa overlap,,,transcriptional regulatory protein,regulatory proteins
Rv1152,Mb1183,, 121 aa, 121 aa ,,,100%,121 aa overlap,,,probable transcriptional regulatory protein,regulatory proteins
Rv1156,Mb1187,, 195 aa, 195 aa ,,,100%,195 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv1157c,Mb1188c,, 371 aa, 371 aa ,,,100%,371 aa overlap,,,conserved ala-c pro-rich protein,Conserved hypothetical protein
Rv1158c,Mb1189c,, 227 aa, 227 aa ,,,100%,227 aa overlap,,,conserved hypothetical ala-c pro-rich protein,Conserved hypothetical protein
Rv1159,Mb1190,pime, 431 aa, 431 aa ,,,100%,431 aa overlap,,,mannosyltransferase pime,cell wall and cell processes
Rv1159A,Mb1191c,, 94 aa, 94 aa ,,,100%,94 aa overlap,,,unknown protein,Conserved hypothetical protein
Rv1160,Mb1192,mutT2, 141 aa, 141 aa ,,,100%,141 aa overlap,,,probable mutator protein mutt2 7c8-dihydro-8-oxoguanine-triphosphatase 8-oxo-dgtpase,information pathways
Rv1162,Mb1194,narH, 558 aa, 558 aa ,,,100%,558 aa overlap,,,probable respiratory nitrate reductase beta chain narh,intermediate metabolism and respiration
Rv1163,Mb1195,narJ, 201 aa, 201 aa ,,,100%,201 aa overlap,,,probable respiratory nitrate reductase delta chain narj,intermediate metabolism and respiration
Rv1165,Mb1197,typA, 628 aa, 628 aa ,,,100%,628 aa overlap,,,possible gtp-binding translation elongation factor typa tyrosine phosphorylated protein a gtp-binding protein,information pathways
Rv1166,Mb1198,lpqW, 635 aa, 635 aa ,,,100%,635 aa overlap,,,probable conserved lipoprotein lpqw,cell wall and cell processes
Rv1167c,Mb1199c,, 201 aa, 201 aa ,,,100%,201 aa overlap,,,probable transcriptional regulatory protein,regulatory proteins
Rv1169c,Mb1202c,lipx, 100 aa, 100 aa ,,,100%,100 aa overlap,,,pe family protein. possible lipase lipx.,PE/PPE
Rv1170,Mb1203,mshB, 303 aa, 303 aa ,,,100%,303 aa overlap,,,n-acetyl-1-d-myo-inosityl-2-amino-2-deoxy-alpha- d-glucopyranoside deacetylase mshb glcnac-ins deacetylase,intermediate metabolism and respiration
Rv1171,Mb1204,, 146 aa, 146 aa ,,,100%,146 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv1173,Mb1206,fbiC, 856 aa, 856 aa ,,,100%,856 aa overlap,,,probable f420 biosynthesis protein fbic,intermediate metabolism and respiration
Rv1174c,Mb1207c,tb8.4, 110 aa, 110 aa ,,,100%,110 aa overlap,,,low molecular weight t-cell antigen tb8.4,cell wall and cell processes
Rv1176c,Mb1209c,, 189 aa, 189 aa ,,,100%,189 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv1177,Mb1210,fdxC, 108 aa, 108 aa ,,,100%,108 aa overlap,,,probable ferredoxin fdxc,intermediate metabolism and respiration
Rv1179c,Mb1212c,, 939 aa, 939 aa ,,,100%,939 aa overlap,,,unknown protein,Conserved hypothetical protein
Rv1182,Mb1214,papA3, 472 aa, 472 aa ,,,100%,472 aa overlap,,,probable conserved polyketide synthase associated protein papa3,lipid metabolism
Rv1183,Mb1215,mmpL10, 1002 aa, 1002 aa ,,,100%,1002 aa overlap,,,probable conserved transmembrane transport protein mmpl10,cell wall and cell processes
Rv1184c,Mb1216c,, 359 aa, 359 aa ,,,100%,359 aa overlap,,,possible exported protein,cell wall and cell processes
Rv1185c,Mb1217c,fadD21, 578 aa, 578 aa ,,,100%,578 aa overlap,,,probable fatty-acid-amp ligase fadd21 fatty-acid-amp synthetase fatty-acid-amp synthase,lipid metabolism
Rv1187,Mb1219,rocA, 543 aa, 543 aa ,,,100%,543 aa overlap,,,probable pyrroline-5-carboxylate dehydrogenase roca,intermediate metabolism and respiration
Rv1188,Mb1220,, 329 aa, 329 aa ,,,100%,329 aa overlap,,,probable proline dehydrogenase,intermediate metabolism and respiration
Rv1189,Mb1221,sigI, 290 aa, 290 aa ,,,100%,290 aa overlap,,,possible alternative rna polymerase sigma factor sigi,information pathways
Rv1190,Mb1222,, 292 aa, 292 aa ,,,100%,292 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv1191,Mb1223,, 304 aa, 304 aa ,,,100%,304 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv1192,Mb1224,, 275 aa, 275 aa ,,,100%,275 aa overlap,,,unknown protein,Conserved hypothetical protein
Rv1193,Mb1225,fadD36, 473 aa, 473 aa ,,,100%,473 aa overlap,,,probable fatty-acid-coa ligase fadd36 fatty-acid-coa synthetase fatty-acid-coa synthase,lipid metabolism
Rv1194c,Mb1226c,, 421 aa, 421 aa ,,,100%,421 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv1195,Mb1227,PE13, 99 aa, 99 aa ,,,100%,99 aa overlap,,,pe family protein pe13,PE/PPE
