Mbovis	Mtb	gene	func_cat	i/v	alteration	ess_bovis	ess_mtb
Mb1186	Rv1155	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb1187	Rv1156	-	Conserved hypothetical protein	Identical		NE	NE
Mb1188c	Rv1157c	-	Conserved hypothetical protein	Identical		NE	NE
Mb1189c	Rv1158c	-	Conserved hypothetical protein	Identical		NE	NE
Mb1190	Rv1159	-	cell wall and cell processes	Identical		NE	NE
Mb1191c	Rv1159A	-	Conserved hypothetical protein	Identical		NE	NE
Mb1192	Rv1160	mutT2	information pathways	Identical		NE	NE
Mb1193	Rv1161	narG	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb1194	Rv1162	narH	intermediate metabolism and respiration	Identical		NE	NE
Mb1195	Rv1163	narJ	intermediate metabolism and respiration	Identical		NE	NE
Mb1196	Rv1164	narI	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb1197	Rv1165	typA	information pathways	Identical		ES	NE
Mb1198	Rv1166	lpqW	cell wall and cell processes	Identical		NE	ES
Mb1199c	Rv1167c	-	regulatory proteins	Identical		NE	NE
Mb1200c	Rv1168c	PPE17b	PE/PPE	Variable	Frameshift in M. bovis	NE	NE
Mb1201c	Rv1168c	PPE17a	PE/PPE	Variable	Frameshift in M. bovis	NE	NE
Mb1202c	Rv1169c	PE11	PE/PPE	Identical		NE	NE
Mb1203	Rv1170	mshB	intermediate metabolism and respiration	Identical		NE	NE
Mb1204	Rv1171	-	Conserved hypothetical protein	Identical		NE	NE
Mb1205c	Rv1172c	PE12	PE/PPE	Variable	Non-syn SNP(s)	GD	NE
Mb1206	Rv1173	fbiC	intermediate metabolism and respiration	Identical		NE	NE
Mb1207c	Rv1174c	-	cell wall and cell processes	Identical		NE	NE
Mb1208c	Rv1175c	fadH	lipid metabolism	Variable	Non-syn SNP(s)	NE	NE
Mb1209c	Rv1176c	-	Conserved hypothetical protein	Identical		NE	NE
Mb1210	Rv1177	fdxC	intermediate metabolism and respiration	Identical		NE	ES
Mb1211	Rv1178	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb1212c	Rv1179c	-	Conserved hypothetical protein	Identical		NE	NE
Mb1213	Rv1180	pks3	lipid metabolism	Variable	Base transversion(s) leading to gene fusion event in M. bovis AF2122/97	NE	NE
Mb1214	Rv1182	papA3	lipid metabolism	Identical		NE	NE
Mb1215	Rv1183	mmpL10	cell wall and cell processes	Identical		GD	NE
Mb1216c	Rv1184c	-	cell wall and cell processes	Identical		NE	NE
Mb1217c	Rv1185c	fadD21	lipid metabolism	Identical		NE	NE
Mb1218c	Rv1186c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb1219	Rv1187	rocA	intermediate metabolism and respiration	Identical		NE	NE
Mb1220	Rv1188	-	intermediate metabolism and respiration	Identical		NE	NE
Mb1221	Rv1189	sigI	information pathways	Identical		NE	NE
Mb1222	Rv1190	-	Conserved hypothetical protein	Identical		NE	NE
Mb1223	Rv1191	-	Conserved hypothetical protein	Identical		NE	NE
Mb1224	Rv1192	-	Conserved hypothetical protein	Identical		GD	NE
Mb1225	Rv1193	fadD36	lipid metabolism	Identical		GA	NE
Mb1226c	Rv1194c	-	Conserved hypothetical protein	Identical		GA	NE
Mb1227	Rv1195	PE13	PE/PPE	Identical		GA	GA
Mb1228	Rv1196	PPE18	PE/PPE	Variable	Truncated protein in M. bovis	GA	GA
Mb1229	Rv1197	esxK	cell wall and cell processes	Identical		GA	GA
Mb1230	Rv1198	esxL	conserved hypotheticals	Variable	Non-syn SNP(s)	GA	GA
Mb1231c	Rv1199c	-	insertion seqs and phages	Identical		NE	GA
Mb1232	Rv1200	-	cell wall and cell processes	Identical		NE	GA
Mb1233c	Rv1201c	-	intermediate metabolism and respiration	Identical		ES	ES
Mb1234	Rv1202	dapE	intermediate metabolism and respiration	Identical		NE	ES
Mb1235c	Rv1203c	-	Conserved hypothetical protein	Identical		NE	NE
Mb1236c	Rv1204c	-	Conserved hypothetical protein	Identical		NE	NE
Mb1237	Rv1205	-	Conserved hypothetical protein	Identical		NE	NE
Mb1238	Rv1206	fadD6	lipid metabolism	Identical		GD	NE
Mb1239	Rv1207	folP2	intermediate metabolism and respiration	Identical		GD	NE
Mb1240	Rv1208	-	intermediate metabolism and respiration	Identical		NE	ES
Mb1241	Rv1209	-	Conserved hypothetical protein	Identical		NE	NE
Mb1242	Rv1210	tagA	information pathways	Identical		NE	NE
Mb1243	Rv1211	-	Conserved hypothetical protein	Identical		NE	NE
Mb1244c	Rv1212c	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb1245	Rv1213	glgC	intermediate metabolism and respiration	Identical		NE	NE
Mb1246c	Rv1214c	PE14	PE/PPE	Variable	Base deletion(s) leading to gene fusion event in M. bovis	NE	NE
Mb1247c	Rv1215c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb1248c	Rv1216c	-	cell wall and cell processes	Identical		NE	NE
Mb1249c	Rv1217c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb1250c	Rv1218c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb1251c	Rv1219c	-	regulatory proteins	Identical		NE	NE
Mb1252c	Rv1220c	-	intermediate metabolism and respiration	Identical		ES	NE
Mb1253	Rv1221	sigE	information pathways	Identical		NE	NE
Mb1254	Rv1222	-	information pathways	Identical		ES	NE
Mb1255	Rv1223	htrA	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	ES
Mb1256	Rv1224	tatB	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	GD
Mb1257c	Rv1225c	-	Conserved hypothetical protein	Identical		NE	NE
Mb1258c	Rv1226c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb1259c	Rv1227c	-	cell wall and cell processes	Identical		NE	NE
Mb1260	Rv1228	lpqX	cell wall and cell processes	Identical		ES	NE
Mb1261c	Rv1229c	mrp	intermediate metabolism and respiration	Identical		NE	ES
Mb1262c	Rv1230c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb1263c	Rv1231c	-	cell wall and cell processes	Identical		NE	NE
Mb1264c	Rv1232c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb1265c	Rv1233c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb1266	Rv1234	-	cell wall and cell processes	Identical		NE	NE
Mb1267	Rv1235	lpqY	cell wall and cell processes	Identical		NE	NE
Mb1268	Rv1236	sugA	cell wall and cell processes	Identical		NE	NE
Mb1269	Rv1237	sugB	cell wall and cell processes	Identical		NE	NE
Mb1270	Rv1238	sugC	cell wall and cell processes	Identical		NE	NE
Mb1271c	Rv1239c	corA	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb1272	Rv1240	mdh	intermediate metabolism and respiration	Identical		NE	NE
Mb1273	Rv1241	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb1274	Rv1242	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb1275c	Rv1243c	PE_PGRS23	PE/PPE	Identical		NE	NE
Mb1276	Rv1244	lpqZ	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb1277c	Rv1245c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb1278c	Rv1246c	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb1279c	Rv1247c	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb1280c	Rv1248c	len: 1231 aa. Equivalent to Rv1248c len: 1231 aa	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb1281c	Rv1249c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb1282	Rv1250	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb1283c	Rv1251c	-	Conserved hypothetical protein	Identical		NE	NE
Mb1284c	Rv1252c	lprE	cell wall and cell processes	Identical		NE	NE
Mb1285	Rv1253	deaD	information pathways	Variable	Non-syn SNP(s)	ES	NE
Mb1286	Rv1254	-	intermediate metabolism and respiration	Identical		NE	ES
Mb1287c	Rv1257c	-	conserved hypotheticals 	Variable	Base deletion(s) leading to gene fusion event in M. bovis AF2122/97	NE	NE
Mb1288c	Rv1258c	-	cell wall and cell processes	Identical		NE	NE
Mb1289	Rv1259	-	information pathways	Identical		GD	NE
Mb1290	Rv1260	-	intermediary metabolism and respiration	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb1291	Rv1260	-	intermediary metabolism and respiration	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb1292c	Rv1261c	-	Conserved hypothetical protein	Identical		NE	NE
Mb1293c	Rv1262c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb1294	Rv1263	amiB2	intermediate metabolism and respiration	Identical		NE	NE
Mb1295	Rv1264	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb1296	Rv1265	-	Conserved hypothetical protein	Identical		NE	NE
Mb1297c	Rv1266c	PknH1	regulatory proteins	Variable	Non-syn SNP(s)	NE	NE
Mb1297cA		Tbd2			RD region	NE	0
Mb1297cB		PknH2			RD region	NE	0
Mb1298c	Rv1267c	embR	regulatory proteins	Identical		NE	NE
Mb1299c	Rv1268c	-	Conserved hypothetical protein	Identical		NE	NE
Mb1300c	Rv1269c	-	cell wall and cell processes	Identical		NE	NE
Mb1301c	Rv1270c	lprA	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb1302c	Rv1271c	-	cell wall and cell processes	Identical		NE	NE
Mb1303c	Rv1272c	-	cell wall and cell processes	Identical		NE	NE
Mb1304c	Rv1273c	-	cell wall and cell processes	Identical		GD	NE
Mb1305	Rv1274	lprB	cell wall and cell processes	Variable	Non-syn SNP(s)	GD	NE
Mb1306	Rv1275	lprC	cell wall and cell processes	Identical		GD	NE
Mb1307c	Rv1276c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb1308	Rv1277	-	Conserved hypothetical protein	Identical		NE	NE
Mb1309	Rv1278	-	Conserved hypothetical protein	Identical		NE	NE
Mb1310	Rv1279	-	intermediate metabolism and respiration	Identical		NE	NE
Mb1311c	Rv1280c	oppA	cell wall and cell processes	Identical		NE	NE
Mb1312c	Rv1281c	oppD	cell wall and cell processes	Identical		NE	NE
Mb1313c	Rv1282c	oppC	cell wall and cell processes	Identical		NE	NE
Mb1314c	Rv1283c	oppB	cell wall and cell processes	Identical		NE	NE
Mb1315	Rv1284	-	intermediate metabolism and respiration	Identical		ES	NE
Mb1316	Rv1285	cysD	intermediate metabolism and respiration	Identical		ES	NE
Mb1317	Rv1286	cysN	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	GD
Mb1318	Rv1287	-	Conserved hypothetical protein	Identical		NE	NE
Mb1319	Rv1288	-	conserved hypotheticals	Variable	Truncated protein in M. bovis AF2122/97	NE	NE
Mb1320	Rv1289	-	Conserved hypothetical protein	Identical		NE	NE
Mb1321c	Rv1290c	-	Conserved hypothetical protein	Identical		NE	NE
Mb1322	Rv1290A	-	Conserved hypothetical protein	Identical		NE	NE
Mb1323c	Rv1291c	-	cell wall and cell processes	Identical		GD	NE
Mb1324	Rv1292	argS	information pathways	Identical		ES	ES
Mb1325	Rv1293	lysA	intermediate metabolism and respiration	Identical		ES	ES
Mb1326	Rv1294	thrA	intermediate metabolism and respiration	Identical		ES	ES
Mb1327	Rv1295	thrC	intermediate metabolism and respiration	Identical		ES	ES
Mb1328	Rv1296	thrB	intermediate metabolism and respiration	Identical		ES	ES
Mb1329	Rv1297	rho	information pathways	Identical		GA	ES
Mb1330	Rv1298	rpmE	information pathways	Identical		ES	NE
Mb1331	Rv1299	prfA	information pathways	Identical		NE	ES
Mb1332	Rv1300	hemK	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	GD
Mb1333	Rv1301	-	conserved hypotheticals	Variable	Non-syn SNP(s)	ES	GD
Mb1334	Rv1302	rfe	cell wall and cell processes	Variable	Non-syn SNP(s)	GD	ES
Mb1335	Rv1303	-	cell wall and cell processes	Identical		GD	GA
Mb1336	Rv1304	atpB	intermediate metabolism and respiration	Identical		ES	GD
Mb1337	Rv1305	atpE	intermediate metabolism and respiration	Identical		ES	GD
Mb1338	Rv1306	atpF	intermediate metabolism and respiration	Identical		ES	ES
Mb1339	Rv1307	atpH	intermediate metabolism and respiration	Identical		ES	ES
Mb1340	Rv1308	atpA	intermediate metabolism and respiration	Identical		ES	ES
Mb1341	Rv1309	atpG	intermediate metabolism and respiration	Identical		ES	ES
Mb1342	Rv1310	atpD	intermediate metabolism and respiration	Identical		ES	ES
Mb1343	Rv1311	atpC	intermediate metabolism and respiration	Identical		NE	NE
Mb1344	Rv1312	-	cell wall and cell processes	Variable	Truncated protein in M. bovis AF2122/97	NE	NE
Mb1345c	Rv1313c	-	insertion seqs and phages	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb1346c	Rv1313c	-	insertion seqs and phages	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb1347c	Rv1314c	-	Conserved hypothetical protein	Identical		ES	NE
Mb1348	Rv1315	murA	cell wall and cell processes	Identical		ES	ES
Mb1349c	Rv1316c	ogt	information pathways	Identical		GA	NE
Mb1350c	Rv1317c	alkAb	information pathways	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb1351c	Rv1317c	alkAa	information pathways	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb1352c	Rv1318c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb1353c	Rv1319c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb1354c	Rv1320c	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb1355	Rv1321	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb1356	Rv1322	-	Conserved hypothetical protein	Identical		NE	NE
Mb1357c	Rv1322A	-	Conserved hypothetical protein	Identical		NE	NE
Mb1358	Rv1323	fadA4	lipid metabolism	Identical		NE	NE
Mb1359	Rv1324	-	intermediate metabolism and respiration	Identical		NE	NE
Mb1360c	Rv1325c	PE_PGRS24	PE/PPE	Variable	Non-syn SNP(s)	ES	NE
Mb1361c	Rv1326c	glgB	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	ES	ES
Mb1362c	Rv1327c	glgE	intermediate metabolism and respiration	Identical		NE	ES
Mb1363	Rv1328	glgP	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb1364c	Rv1329c	dinG	information pathways	Identical		NE	NE
Mb1365c	Rv1330c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb1366	Rv1331	-	Conserved hypothetical protein	Identical		NE	NE
Mb1367	Rv1332	-	regulatory proteins	Identical		NE	NE
Mb1368	Rv1333	-	intermediate metabolism and respiration	Identical		NE	NE
Mb1369	Rv1334	-	intermediate metabolism and respiration	Identical		NE	GA
Mb1370	Rv1335	-	intermediate metabolism and respiration	Identical		NE	GA
Mb1371	Rv1336	cysM	intermediate metabolism and respiration	Identical		NE	GA
Mb1372	Rv1337	-	cell wall and cell processes	Identical		NE	GA
Mb1373	Rv1338	murI	cell wall and cell processes	Identical		ES	ES
Mb1374	Rv1339	-	Conserved hypothetical protein	Identical		NE	NE
Mb1375	Rv1340	rphA	information pathways	Variable	Non-syn SNP(s)	NE	NE
Mb1376	Rv1341	-	Conserved hypothetical protein	Identical		ES	NE
Mb1377c	Rv1342c	-	cell wall and cell processes	Identical		ES	GD
Mb1378c	Rv1343c	lprD	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	GD
Mb1379	Rv1344	-	lipid metabolism	Identical		NE	NE
Mb1380	Rv1345	fadD33	lipid metabolism	Identical		NE	NE
Mb1381	Rv1346	fadE14	lipid metabolism	Identical		NE	NE
Mb1382c	Rv1347c	-	lipid metabolism	Identical		NE	NE
Mb1383	Rv1348	-	cell wall and cell processes	Identical		GD	GD
Mb1384	Rv1349	-	cell wall and cell processes	Identical		GD	GD
Mb1385	Rv1350	fabG2	lipid metabolism	Identical		NE	NE
Mb1386	Rv1351	-	Conserved hypothetical protein	Identical		NE	NE
Mb1387	Rv1352	-	Conserved hypothetical protein	Identical		NE	NE
Mb1388c	Rv1353c	-	regulatory proteins	Identical		NE	NE
Mb1389c	Rv1354c	-	Conserved hypothetical protein	Identical		NE	NE
Mb1390c	Rv1355c	moeY	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb1391c	Rv1356c	-	Conserved hypothetical protein	Identical		NE	NE
Mb1392c	Rv1357c	-	Conserved hypothetical protein	Identical		NE	NE
Mb1393	Rv1358	-	regulatory proteins	Variable	Non-syn SNP(s)	NE	NE
Mb1394	Rv1359	-	regulatory proteins	Variable	Non-syn SNP(s)	NE	NE
Mb1395	Rv1360	-	intermediate metabolism and respiration	Identical		NE	NE
Mb1396c	Rv1361c	PPE19	PE/PPE	Variable	Non-syn SNP(s)	NE	NE
Mb1397c	Rv1362c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb1398c	Rv1363c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb1399c	Rv1364c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb1400c	Rv1365c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb1401	Rv1366	-	Conserved hypothetical protein	Identical		NE	NE
Mb1401A	Rv1366A	len: 86 aa. Equivalent to Rv1366A len: 86 aa	Conserved hypothetical protein	Identical		NE	NE
Mb1402c	Rv1367c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb1403	Rv1368	lprF	cell wall and cell processes	Identical		NE	NE
Mb1404 found to be expressed during exponential growth in Sauton's minimal media by RNA-sequencing.		Mb1404				NE	0
Mb1405	Rv1371	-	cell wall and cell processes	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb1406	Rv1372	-	Conserved hypothetical protein	Identical		NE	NE
Mb1407	Rv1373	-	intermediary metabolism and respiration	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb1408		-				NE	0
Mb1409c	Rv1374c	-	conserved hypotheticals 	Variable	Non-syn SNP(s)	NE	NE
Mb1410	Rv1375	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb1411	Rv1376	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb1412c	Rv1377c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb1413c	Rv1378c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb1414	Rv1379	pyrR	regulatory proteins	Identical		ES	NE
Mb1415	Rv1380	pyrB	intermediate metabolism and respiration	Identical		ES	ES
Mb1416	Rv1381	pyrC	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	ES	ES
Mb1417	Rv1382	-	cell wall and cell processes	Identical		ES	ES
Mb1418	Rv1383	carA	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	ES	ES
Mb1419	Rv1384	carB	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	ES	ES
Mb1420	Rv1385	pyrF	intermediate metabolism and respiration	Identical		NE	ES
Mb1421	Rv1386	PE15	PE/PPE	Identical		NE	NE
Mb1422	Rv1387	PPE20	PE/PPE	Variable	Non-syn SNP(s)	GD	NE
Mb1423	Rv1388	mihF	information pathways	Identical		GD	NE
Mb1424	Rv1389	gmk	intermediate metabolism and respiration	Identical		ES	NE
Mb1425	Rv1390	rpoZ	information pathways	Identical		ES	GD
Mb1426	Rv1391	dfp	intermediate metabolism and respiration	Identical		ES	ES
Mb1427	Rv1392	metK	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	ES
Mb1428c	Rv1393c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb1429c	Rv1394c	cyp132	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb1430	Rv1395	-	regulatory proteins	Identical		NE	NE
Mb1431c	Rv1396c	PE_PGRS25	PE/PPE	Variable	Truncated protein in M. bovis	NE	NE
Mb1432c	Rv1397c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb1433c	Rv1398c	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb1434c	Rv1399c	lipH	intermediate metabolism and respiration	Identical		NE	NE
Mb1435c	Rv1400c	lipI	intermediate metabolism and respiration	Identical		NE	NE
Mb1436	Rv1401	-	cell wall and cell processes	Identical		GD	NE
Mb1437	Rv1402	priA	information pathways	Identical		NE	ES
Mb1438c	Rv1403c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb1439	Rv1404	-	regulatory proteins	Identical		NE	NE
Mb1440c	Rv1405c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb1441	Rv1406	fmt	information pathways	Identical		NE	NE
Mb1442	Rv1407	fmu	information pathways	Variable	Non-syn SNP(s)	NE	NE
Mb1443	Rv1408	rpe	intermediate metabolism and respiration	Identical		NE	GD
Mb1444	Rv1409	ribG	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	ES
Mb1445c	Rv1410c	-	cell wall and cell processes	Identical		NE	GA
Mb1446c	Rv1411c	lprG	cell wall and cell processes	Identical		NE	NE
Mb1447	Rv1412	ribC	intermediate metabolism and respiration	Identical		NE	NE
Mb1448	Rv1413	-	Conserved hypothetical protein	Identical		NE	NE
Mb1449	Rv1414	-	Conserved hypothetical protein	Identical		ES	NE
Mb1450	Rv1415	ribA2	intermediate metabolism and respiration	Identical		ES	ES
Mb1451	Rv1416	ribH	intermediate metabolism and respiration	Identical		NE	ES
Mb1452	Rv1417	-	cell wall and cell processes	Identical		NE	NE
Mb1453	Rv1418	lprH	cell wall and cell processes	Identical		NE	NE
Mb1454	Rv1419	-	Conserved hypothetical protein	Identical		GD	NE
Mb1455	Rv1420	uvrC	information pathways	Identical		NE	NE
Mb1456	Rv1421	-	Conserved hypothetical protein	Identical		NE	NE
Mb1457	Rv1422	-	conserved hypotheticals	Variable	Non-syn SNP(s)	ES	NE
Mb1458	Rv1423	whiA	regulatory proteins	Identical		NE	ES
Mb1459c	Rv1424c	-	cell wall and cell processes	Identical		NE	NE
Mb1460	Rv1425	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb1461c	Rv1426c	lipO	intermediate metabolism and respiration	Identical		NE	NE
Mb1462c	Rv1427c	fadD12	lipid metabolism	Identical		NE	NE
Mb1463c	Rv1428c	-	Conserved hypothetical protein	Identical		NE	NE
Mb1464	Rv1429	-	Conserved hypothetical protein	Identical		NE	NE
Mb1465	Rv1430	PE16	PE/PPE	Identical		NE	NE
Mb1466	Rv1431	-	cell wall and cell processes	Variable	Non-syn SNP(s)	ES	NE
Mb1467	Rv1432	-	intermediate metabolism and respiration	Identical		NE	NE
Mb1468	Rv1433	-	cell wall and cell processes	Identical		NE	NE
Mb1469	Rv1434	-	Conserved hypothetical protein	Identical		NE	NE
Mb1470c	Rv1435c	-	cell wall and cell processes	Variable	Insertion, Elongated protein in M. bovis AF2122/97	ES	NE
Mb1471	Rv1436	gap	intermediate metabolism and respiration	Identical		ES	GD
Mb1472	Rv1437	pgk	intermediate metabolism and respiration	Identical		ES	GD
Mb1473	Rv1438	tpi	intermediate metabolism and respiration	Identical		NE	ES
Mb1474c	Rv1439c	-	Conserved hypothetical protein	Identical		NE	NE
Mb1475	Rv1440	secG	cell wall and cell processes	Identical		NE	NE
Mb1476c	Rv1441c	PE_PGRS26	PE/PPE	Variable	Non-syn SNP(s)	NE	NE
Mb1477	Rv1442	bisC	intermediate metabolism and respiration	Identical		NE	NE
Mb1478c	Rv1443c	-	Conserved hypothetical protein	Identical		NE	NE
Mb1479c	Rv1444c	-	Conserved hypothetical protein	Identical		NE	NE
Mb1480c	Rv1445c	devB	intermediate metabolism and respiration	Identical		NE	NE
Mb1481c	Rv1446c	opcA	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb1482c	Rv1447c	zwf2	intermediate metabolism and respiration	Identical		NE	NE
Mb1483c	Rv1448c	tal	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	ES	NE
